 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.55    0.35620326     0.3560      0.2790      3.6366      3.2090      0.4086   0.0000
   5.55    0.40000001     0.4000      0.3630      3.6478      3.2200      0.4086   0.0000
   5.55    0.44664675     0.4460      0.4080      3.6568      3.2590      0.4086   0.0000
   5.55    0.45197889     0.4520      0.4130      3.6578      3.2630      0.4086   0.0000
   5.55    0.47032437     0.4700      0.4200      3.6608      3.2860      0.4086   0.0000
   5.55    0.48824710     0.4880      0.4260      3.6636      3.3070      0.4086   0.0000
   5.55    0.50000000     0.5000      0.4380      3.6656      3.3140      0.4086   0.0000
   5.55    0.50536549     0.5050      0.4380      3.6661      3.3200      0.4086   0.0000
   5.55    0.51391828     0.5140      0.4450      3.6670      3.3240      0.4086   0.0000
   5.55    0.52317619     0.5230      0.4560      3.6683      3.3250      0.4086   0.0000
   5.55    0.53313261     0.5330      0.4630      3.6698      3.3330      0.4086   0.0000
   5.55    0.54378498     0.5430      0.4690      3.6717      3.3440      0.4086   0.0000
   5.55    0.55000007     0.5500      0.4710      3.6730      3.3510      0.4086   0.0000
   5.55    0.55987173     0.5600      0.4800      3.6739      3.3540      0.4086   0.0000
   5.55    0.57180130     0.5710      0.4890      3.6753      3.3590      0.4086   0.0000
   5.55    0.58468282     0.5840      0.4980      3.6771      3.3670      0.4086   0.0000
   5.55    0.59852499     0.5980      0.5070      3.6792      3.3770      0.4086   0.0000
   5.55    0.60000002     0.6000      0.5080      3.6794      3.3780      0.4086   0.0000
   5.55    0.61251372     0.6120      0.5190      3.6807      3.3810      0.4086   0.0000
   5.55    0.62784642     0.6280      0.5310      3.6824      3.3860      0.4086   0.0000
   5.55    0.64446878     0.6440      0.5430      3.6844      3.3940      0.4086   0.0000
   5.55    0.64999998     0.6500      0.5450      3.6852      3.3980      0.4086   0.0000
   5.55    0.65040880     0.6500      0.5460      3.6852      3.3980      0.4086   0.0000
   5.55    0.67858058     0.6790      0.5690      3.6880      3.4050      0.4086   0.0000
   5.55    0.69999999     0.7000      0.5850      3.6902      3.4110      0.4086   0.0000
   5.55    0.71497184     0.7150      0.5970      3.6927      3.4180      0.4070   0.0000
   5.55    0.73803270     0.7380      0.6150      3.6967      3.4300      0.4045   0.0000
   5.55    0.75000000     0.7500      0.6250      3.6989      3.4360      0.4031   0.0000
   5.55    0.76099151     0.7610      0.6320      3.6998      3.4380      0.4031   0.0000
