 #log(age)  Mini          Mact        logl      logt     logg      frac(XC_XO)  Phase 
   5.50  350.00677490   332.3520      6.9930      4.3567      2.3460      0.5175   0.0000
   5.50  350.00680542   331.7580      6.9930      4.3443      2.2950      0.5174   0.0000
   5.50  350.00686646   330.0740      6.9950      4.3169      2.1810      0.5443   0.0000
   5.50  350.00689697   329.5310      6.9960      4.3055      2.1340      0.5444   0.0000
   5.50  350.00692749   328.7580      6.9970      4.2843      2.0470      0.5440   0.0000
   5.50  350.00695801   328.5080      6.9970      4.2770      2.0180      0.5440   0.0000
   5.50  350.00698853   325.2110      6.9990      4.2572      1.9320      0.5438   0.0000
   5.50  350.00701904   322.7580      6.9990      4.2615      1.9460      0.5439   0.0000
   5.50  350.00704956   319.8670      7.0000      4.2674      1.9640      0.5440   0.0000
   5.50  350.00708008   317.7380      7.0010      4.2690      1.9670      0.5442   0.0000
   5.50  350.00711060   315.4880      7.0020      4.2702      1.9680      0.5444   0.0000
   5.50  350.00714111   313.3750      7.0030      4.2723      1.9720      0.5442   0.0000
   5.50  350.00717163   310.8830      7.0040      4.2979      2.0700      0.5447   0.0000
   5.50  350.00720215   309.4340      7.0060      4.2856      2.0170      0.5446   0.0000
   5.50  350.00723267   306.7070      7.0070      4.3039      2.0860      0.5448   0.0000
   5.50  350.00726318   305.6170      7.0070      4.2958      2.0510      0.5449   0.0000
   5.50  350.00729370   303.8980      7.0090      4.2868      2.0110      0.5445   0.0000
   5.50  350.00732422   301.2700      7.0100      4.3162      2.1240      0.5452   0.0000
   5.50  350.00735474   300.0700      7.0110      4.3071      2.0850      0.5451   0.0000
   5.50  350.00738525   298.8160      7.0120      4.2987      2.0480      0.5449   0.0000
   5.50  350.00741577   295.7970      7.0130      4.3212      2.1330      0.5453   0.0000
   5.50  350.00744629   294.4840      7.0140      4.3251      2.1450      0.5453   0.0000
   5.50  350.00747681   292.5000      7.0160      4.3323      2.1690      0.5454   0.0000
   5.50  350.00750732   291.0350      7.0180      4.3257      2.1390      0.5454   0.0000
   5.50  350.00753784   289.6290      7.0190      4.3173      2.1020      0.5453   0.0000
   5.50  350.00756836   287.0430      7.0200      4.3446      2.2060      0.5459   0.0000
   5.50  350.00759888   285.0350      7.0220      4.3526      2.2330      0.5461   0.0000
   5.50  350.00762939   283.5900      7.0230      4.3448      2.1980      0.5461   0.0000
   5.50  350.00765991   282.0270      7.0250      4.3433      2.1890      0.5462   0.0000
   5.50  350.00769043   280.0080      7.0270      4.3448      2.1900      0.5465   0.0000
   5.50  350.00772095   278.5080      7.0280      4.3501      2.2070      0.5468   0.0000
   5.50  350.00775146   275.9650      7.0300      4.3602      2.2410      0.5474   0.0000
   5.50  350.00778198   273.6680      7.0590      4.5204      2.8490      0.5637   0.0000
   5.50  350.00781250   270.0430      7.0570      4.5045      2.7820      0.5649   0.0000
   5.50  350.00784302   265.0550      7.0560      4.5304      2.8790      0.5715   0.0000
   5.50  350.00787354   262.9770      7.0730      4.6636      3.3920      0.5905   0.0000
   5.50  350.00790405   248.7520      7.0790      4.2228      1.5980     32.9440   0.0000
   5.50  350.00796509   231.4980      7.0690      4.9403      4.4470     10.0274   0.0000
   5.50  350.00805664   214.9510      7.0470      5.0311      4.8000      3.4189   0.0000
   5.50  350.00814819   201.0230      7.0200      5.0225      4.7630      1.4562   0.0000
